sess_date,year,entry_ts,cutoff_ts,side,level,anchor,stop_pts,pnl_standard,exit_standard,pnl_be60,exit_be60
2022-01-31,2022,2022-01-31 10:02:00-0500,2022-01-31 15:00:00-0500,upper,14659.001657,217.75,200.0,-159.7483,cutoff,-0.0,BE
2022-02-01,2022,2022-02-01 02:12:00-0500,2022-02-01 15:00:00-0500,upper,14934.757318,35.0,52.5,52.5,TP,52.5,TP
2022-02-02,2022,2022-02-02 04:44:00-0500,2022-02-02 15:00:00-0500,upper,15221.075792,36.0,54.0,54.0,TP,-0.0,BE
2022-02-04,2022,2022-02-04 08:54:00-0500,2022-02-04 15:00:00-0500,lower,14452.756771,117.0,175.5,175.5,TP,175.5,TP
2022-02-09,2022,2022-02-09 05:14:00-0500,2022-02-09 15:00:00-0500,upper,14872.830877,21.5,32.25,-32.25,SL,-0.0,BE
2022-02-14,2022,2022-02-14 03:29:00-0500,2022-02-14 15:00:00-0500,lower,14123.867682,76.75,115.125,115.125,TP,0.0,BE
2022-02-15,2022,2022-02-15 04:19:00-0500,2022-02-15 15:00:00-0500,upper,14523.728553,249.0,200.0,-39.5214,cutoff,-0.0,BE
2022-02-21,2022,2022-02-20 19:04:00-0500,2022-02-21 15:00:00-0500,lower,13810.601817,118.75,178.125,178.125,TP,178.125,TP
2022-02-22,2022,2022-02-22 09:53:00-0500,2022-02-22 15:00:00-0500,upper,14078.253565,62.25,93.375,93.375,TP,93.375,TP
2022-03-01,2022,2022-03-01 02:07:00-0500,2022-03-01 15:00:00-0500,upper,14302.928269,51.25,76.875,76.875,TP,76.875,TP
2022-03-01,2022,2022-03-01 02:08:00-0500,2022-03-01 15:00:00-0500,upper,14321.309474,51.25,76.875,76.875,TP,76.875,TP
2022-03-03,2022,2022-03-03 09:02:00-0500,2022-03-03 15:00:00-0500,upper,14367.318003,135.25,200.0,200.0,TP,200.0,TP
2022-03-04,2022,2022-03-03 19:23:00-0500,2022-03-04 15:00:00-0500,lower,13953.518221,36.0,54.0,-54.0,SL,-54.0,SL
2022-03-11,2022,2022-03-11 06:26:00-0500,2022-03-11 15:00:00-0500,upper,13824.115931,48.0,72.0,72.0,TP,72.0,TP
2022-03-15,2022,2022-03-15 03:13:00-0400,2022-03-15 15:00:00-0400,lower,12962.621135,38.5,57.75,57.75,TP,57.75,TP
2022-03-16,2022,2022-03-16 01:47:00-0400,2022-03-16 15:00:00-0400,upper,13578.503865,22.75,34.125,-34.125,SL,-0.0,BE
2022-03-18,2022,2022-03-18 10:04:00-0400,2022-03-18 15:00:00-0400,upper,14187.741552,160.75,200.0,-142.5084,cutoff,-0.0,BE
2022-03-18,2022,2022-03-18 10:04:00-0400,2022-03-18 15:00:00-0400,upper,14191.899514,160.75,200.0,-138.3505,cutoff,-0.0,BE
2022-03-18,2022,2022-03-18 10:11:00-0400,2022-03-18 15:00:00-0400,upper,14230.416262,160.75,200.0,-99.8337,cutoff,-0.0,BE
2022-03-21,2022,2022-03-21 09:41:00-0400,2022-03-21 15:00:00-0400,upper,14453.856455,45.25,67.875,67.875,TP,67.875,TP
2022-03-29,2022,2022-03-29 05:07:00-0400,2022-03-29 15:00:00-0400,upper,15057.055654,27.5,41.25,41.25,TP,41.25,TP
2022-03-31,2022,2022-03-31 10:02:00-0400,2022-03-31 15:00:00-0400,lower,14970.528899,134.75,200.0,74.4711,cutoff,0.0,BE
2022-04-01,2022,2022-04-01 09:50:00-0400,2022-04-01 15:00:00-0400,lower,14854.153631,59.5,89.25,-89.25,SL,0.0,BE
2022-04-01,2022,2022-04-01 09:52:00-0400,2022-04-01 15:00:00-0400,lower,14820.130537,59.5,89.25,-89.25,SL,0.0,BE
2022-04-06,2022,2022-04-06 06:40:00-0400,2022-04-06 15:00:00-0400,lower,14660.552012,66.0,99.0,-99.0,SL,0.0,BE
2022-04-06,2022,2022-04-06 07:09:00-0400,2022-04-06 15:00:00-0400,lower,14647.550897,57.25,85.875,-85.875,SL,0.0,BE
2022-04-06,2022,2022-04-06 09:44:00-0400,2022-04-06 15:00:00-0400,lower,14535.264843,28.0,42.0,-42.0,SL,-42.0,SL
2022-04-11,2022,2022-04-10 20:00:00-0400,2022-04-11 15:00:00-0400,lower,14286.086708,55.5,83.25,-83.25,SL,0.0,BE
2022-04-11,2022,2022-04-10 20:00:00-0400,2022-04-11 15:00:00-0400,lower,14294.09439,55.5,83.25,-83.25,SL,0.0,BE
2022-04-11,2022,2022-04-10 20:09:00-0400,2022-04-11 15:00:00-0400,lower,14268.212426,55.5,83.25,-83.25,SL,0.0,BE
2022-04-11,2022,2022-04-10 21:55:00-0400,2022-04-11 15:00:00-0400,lower,14239.955251,57.0,85.5,-85.5,SL,0.0,BE
2022-04-11,2022,2022-04-11 04:25:00-0400,2022-04-11 15:00:00-0400,lower,14161.646099,116.5,174.75,-64.3961,cutoff,0.0,BE
2022-04-11,2022,2022-04-11 09:33:00-0400,2022-04-11 15:00:00-0400,lower,14121.37027,61.25,91.875,-24.1203,cutoff,0.0,BE
2022-04-11,2022,2022-04-11 10:46:00-0400,2022-04-11 15:00:00-0400,lower,14039.052082,98.0,147.0,58.1979,cutoff,58.1979,cutoff
2022-04-14,2022,2022-04-14 00:30:00-0400,2022-04-14 15:00:00-0400,upper,14285.013848,28.5,42.75,42.75,TP,-0.0,BE
2022-04-18,2022,2022-04-17 19:46:00-0400,2022-04-18 15:00:00-0400,lower,13748.176154,111.0,166.5,166.5,TP,0.0,BE
2022-04-20,2022,2022-04-20 07:55:00-0400,2022-04-20 15:00:00-0400,upper,14264.071349,34.0,51.0,51.0,TP,-0.0,BE
2022-04-22,2022,2022-04-22 10:20:00-0400,2022-04-22 15:00:00-0400,lower,13609.250742,161.5,200.0,-200.0,SL,0.0,BE
2022-05-06,2022,2022-05-06 09:35:00-0400,2022-05-06 15:00:00-0400,lower,12644.912422,178.5,200.0,200.0,TP,0.0,BE
2022-05-09,2022,2022-05-09 04:31:00-0400,2022-05-09 15:00:00-0400,lower,12476.874443,97.5,146.25,-146.25,SL,0.0,BE
2022-05-09,2022,2022-05-09 10:39:00-0400,2022-05-09 15:00:00-0400,lower,12307.665711,136.25,200.0,-4.6657,cutoff,0.0,BE
2022-05-10,2022,2022-05-09 20:16:00-0400,2022-05-10 15:00:00-0400,lower,12107.686455,36.0,54.0,54.0,TP,54.0,TP
2022-05-11,2022,2022-05-11 08:55:00-0400,2022-05-11 15:00:00-0400,lower,12122.912973,42.75,64.125,64.125,TP,64.125,TP
2022-05-12,2022,2022-05-12 03:22:00-0400,2022-05-12 15:00:00-0400,lower,11852.015796,78.5,117.75,117.75,TP,117.75,TP
2022-05-13,2022,2022-05-13 09:54:00-0400,2022-05-13 15:00:00-0400,upper,12268.313117,34.25,51.375,-51.375,SL,-51.375,SL
2022-05-19,2022,2022-05-19 03:33:00-0400,2022-05-19 15:00:00-0400,lower,11779.567881,36.75,55.125,-55.125,SL,0.0,BE
2022-05-24,2022,2022-05-24 10:15:00-0400,2022-05-24 15:00:00-0400,lower,11583.832248,175.75,200.0,200.0,TP,200.0,TP
2022-05-26,2022,2022-05-26 09:43:00-0400,2022-05-26 15:00:00-0400,upper,12058.98565,62.0,93.0,-93.0,SL,-93.0,SL
2022-05-27,2022,2022-05-27 05:51:00-0400,2022-05-27 15:00:00-0400,upper,12352.814439,103.0,154.5,-154.5,SL,-0.0,BE
2022-05-27,2022,2022-05-27 10:37:00-0400,2022-05-27 15:00:00-0400,upper,12592.230045,151.0,200.0,-24.27,cutoff,-0.0,BE
2022-05-30,2022,2022-05-29 19:14:00-0400,2022-05-30 15:00:00-0400,upper,12733.782352,48.25,72.375,-72.375,SL,-0.0,BE
2022-05-30,2022,2022-05-29 19:33:00-0400,2022-05-30 15:00:00-0400,upper,12748.128693,48.25,72.375,-72.375,SL,-0.0,BE
2022-05-30,2022,2022-05-29 22:22:00-0400,2022-05-30 15:00:00-0400,upper,12783.688545,31.0,46.5,-46.5,SL,-0.0,BE
2022-05-30,2022,2022-05-30 00:38:00-0400,2022-05-30 15:00:00-0400,upper,12815.212027,22.25,33.375,-33.375,SL,-33.375,SL
2022-05-31,2022,2022-05-31 09:34:00-0400,2022-05-31 15:00:00-0400,lower,12581.526907,84.5,126.75,126.75,TP,0.0,BE
2022-06-07,2022,2022-06-06 21:26:00-0400,2022-06-07 15:00:00-0400,lower,12495.726312,62.25,93.375,93.375,TP,0.0,BE
2022-06-07,2022,2022-06-07 08:31:00-0400,2022-06-07 15:00:00-0400,lower,12439.24815,71.75,107.625,107.625,TP,0.0,BE
2022-06-08,2022,2022-06-08 09:49:00-0400,2022-06-08 15:00:00-0400,upper,12764.478165,63.0,94.5,94.5,TP,-0.0,BE
2022-06-10,2022,2022-06-10 08:30:00-0400,2022-06-10 15:00:00-0400,lower,12165.967648,46.0,69.0,-69.0,SL,-69.0,SL
2022-06-13,2022,2022-06-12 21:23:00-0400,2022-06-13 15:00:00-0400,lower,11607.310561,61.0,91.5,-91.5,SL,0.0,BE
2022-06-13,2022,2022-06-13 04:18:00-0400,2022-06-13 15:00:00-0400,lower,11463.88935,74.75,112.125,112.125,TP,112.125,TP
2022-06-13,2022,2022-06-13 10:27:00-0400,2022-06-13 15:00:00-0400,lower,11412.831748,114.5,171.75,-16.0817,cutoff,0.0,BE
2022-06-16,2022,2022-06-16 09:54:00-0400,2022-06-16 15:00:00-0400,lower,11257.956617,107.5,161.25,-161.25,SL,0.0,BE
2022-06-16,2022,2022-06-16 10:05:00-0400,2022-06-16 15:00:00-0400,lower,11219.639261,122.25,183.375,-100.6393,cutoff,0.0,BE
2022-06-21,2022,2022-06-21 03:31:00-0400,2022-06-21 15:00:00-0400,upper,11507.124028,50.5,75.75,-75.75,SL,-0.0,BE
2022-06-21,2022,2022-06-21 09:35:00-0400,2022-06-21 15:00:00-0400,upper,11554.674232,49.75,74.625,-74.625,SL,-74.625,SL
2022-06-24,2022,2022-06-23 22:40:00-0400,2022-06-24 15:00:00-0400,upper,11818.836223,63.75,95.625,-95.625,SL,-0.0,BE
2022-06-24,2022,2022-06-24 01:39:00-0400,2022-06-24 15:00:00-0400,upper,11874.846478,55.0,82.5,-82.5,SL,-0.0,BE
2022-06-24,2022,2022-06-24 09:32:00-0400,2022-06-24 15:00:00-0400,upper,11895.12513,29.75,44.625,-44.625,SL,-44.625,SL
2022-06-27,2022,2022-06-27 03:34:00-0400,2022-06-27 15:00:00-0400,upper,12236.810161,37.25,55.875,55.875,TP,-0.0,BE
2022-06-29,2022,2022-06-29 09:45:00-0400,2022-06-29 15:00:00-0400,lower,11573.314839,85.5,128.25,128.25,TP,128.25,TP
2022-06-30,2022,2022-06-30 10:02:00-0400,2022-06-30 15:00:00-0400,lower,11380.62487,195.25,200.0,200.0,TP,200.0,TP
2022-06-30,2022,2022-06-30 10:02:00-0400,2022-06-30 15:00:00-0400,lower,11378.472697,195.25,200.0,200.0,TP,200.0,TP
2022-07-05,2022,2022-07-04 19:06:00-0400,2022-07-05 15:00:00-0400,upper,11729.578381,103.0,154.5,154.5,TP,154.5,TP
2022-07-07,2022,2022-07-07 10:52:00-0400,2022-07-07 15:00:00-0400,upper,12064.931469,136.25,200.0,-66.3185,cutoff,-0.0,BE
2022-07-12,2022,2022-07-12 02:01:00-0400,2022-07-12 15:00:00-0400,lower,11783.392713,20.5,30.75,30.75,TP,30.75,TP
2022-07-13,2022,2022-07-13 08:30:00-0400,2022-07-13 15:00:00-0400,lower,11579.068531,33.0,49.5,49.5,TP,49.5,TP
2022-07-13,2022,2022-07-13 08:30:00-0400,2022-07-13 15:00:00-0400,lower,11709.247551,33.0,49.5,-49.5,SL,-49.5,SL
2022-07-15,2022,2022-07-15 08:48:00-0400,2022-07-15 15:00:00-0400,upper,11888.583342,38.25,57.375,-57.375,SL,-57.375,SL
2022-07-18,2022,2022-07-18 03:37:00-0400,2022-07-18 15:00:00-0400,upper,12162.604629,31.75,47.625,47.625,TP,-0.0,BE
2022-07-20,2022,2022-07-19 22:36:00-0400,2022-07-20 15:00:00-0400,upper,12354.526735,29.0,43.5,43.5,TP,-0.0,BE
2022-07-20,2022,2022-07-20 10:47:00-0400,2022-07-20 15:00:00-0400,upper,12442.439464,94.25,141.375,-11.3105,cutoff,-0.0,BE
2022-07-21,2022,2022-07-21 08:43:00-0400,2022-07-21 15:00:00-0400,upper,12544.343472,24.75,37.125,37.125,TP,37.125,TP
2022-07-26,2022,2022-07-26 09:45:00-0400,2022-07-26 15:00:00-0400,lower,12210.076865,50.25,75.375,-75.375,SL,0.0,BE
2022-08-01,2022,2022-08-01 10:51:00-0400,2022-08-01 15:00:00-0400,upper,13088.189952,172.25,200.0,117.69,cutoff,-0.0,BE
2022-08-03,2022,2022-08-03 09:56:00-0400,2022-08-03 15:00:00-0400,upper,13108.994303,46.0,69.0,-69.0,SL,-0.0,BE
2022-08-04,2022,2022-08-04 06:04:00-0400,2022-08-04 15:00:00-0400,upper,13312.84334,53.75,80.625,80.625,TP,-0.0,BE
2022-08-09,2022,2022-08-09 09:31:00-0400,2022-08-09 15:00:00-0400,lower,13061.266922,39.75,59.625,-59.625,SL,-59.625,SL
2022-08-10,2022,2022-08-10 08:30:00-0400,2022-08-10 15:00:00-0400,upper,13302.994636,36.0,54.0,-54.0,SL,-54.0,SL
2022-08-11,2022,2022-08-10 20:27:00-0400,2022-08-11 15:00:00-0400,upper,13439.758793,27.25,40.875,-40.875,SL,-0.0,BE
2022-08-11,2022,2022-08-11 08:30:00-0400,2022-08-11 15:00:00-0400,upper,13494.733078,45.5,68.25,-68.25,SL,-0.0,BE
2022-08-11,2022,2022-08-11 10:05:00-0400,2022-08-11 15:00:00-0400,upper,13539.715846,57.5,86.25,86.25,TP,86.25,TP
2022-08-11,2022,2022-08-11 10:15:00-0400,2022-08-11 15:00:00-0400,upper,13561.3062,57.5,86.25,86.25,TP,86.25,TP
2022-08-15,2022,2022-08-15 09:54:00-0400,2022-08-15 15:00:00-0400,upper,13606.25617,48.75,73.125,-73.125,SL,-0.0,BE
2022-08-19,2022,2022-08-19 06:43:00-0400,2022-08-19 15:00:00-0400,lower,13365.94564,31.5,47.25,47.25,TP,0.0,BE
2022-08-19,2022,2022-08-19 09:50:00-0400,2022-08-19 15:00:00-0400,lower,13321.025026,34.0,51.0,-51.0,SL,0.0,BE
2022-08-19,2022,2022-08-19 10:09:00-0400,2022-08-19 15:00:00-0400,lower,13293.015864,125.0,187.5,-40.7659,cutoff,0.0,BE
2022-08-22,2022,2022-08-22 03:26:00-0400,2022-08-22 15:00:00-0400,lower,13148.9978,38.25,57.375,-57.375,SL,-57.375,SL
2022-08-23,2022,2022-08-23 02:21:00-0400,2022-08-23 15:00:00-0400,lower,12840.755364,43.75,65.625,65.625,TP,65.625,TP
2022-08-23,2022,2022-08-23 02:36:00-0400,2022-08-23 15:00:00-0400,lower,12836.792628,43.75,65.625,65.625,TP,65.625,TP
2022-08-25,2022,2022-08-25 10:25:00-0400,2022-08-25 15:00:00-0400,upper,13096.517773,87.0,130.5,33.7678,cutoff,33.7678,cutoff
2022-08-26,2022,2022-08-26 09:03:00-0400,2022-08-26 15:00:00-0400,upper,13169.443883,78.75,118.125,118.125,TP,118.125,TP
2022-08-30,2022,2022-08-30 10:46:00-0400,2022-08-30 15:00:00-0400,lower,12284.974092,126.5,189.75,23.2759,cutoff,0.0,BE
2022-09-02,2022,2022-09-02 08:38:00-0400,2022-09-02 15:00:00-0400,upper,12400.76648,45.5,68.25,68.25,TP,68.25,TP
2022-09-06,2022,2022-09-06 10:12:00-0400,2022-09-06 15:00:00-0400,lower,11943.492633,168.75,200.0,200.0,TP,200.0,TP
2022-09-06,2022,2022-09-06 10:13:00-0400,2022-09-06 15:00:00-0400,lower,11931.35852,168.75,200.0,200.0,TP,200.0,TP
2022-09-09,2022,2022-09-09 00:48:00-0400,2022-09-09 15:00:00-0400,upper,12406.704602,18.0,27.0,27.0,TP,27.0,TP
2022-09-09,2022,2022-09-09 03:27:00-0400,2022-09-09 15:00:00-0400,upper,12452.290778,35.25,52.875,-52.875,SL,-0.0,BE
2022-09-12,2022,2022-09-11 20:00:00-0400,2022-09-12 15:00:00-0400,upper,12706.163063,19.75,29.625,29.625,TP,29.625,TP
2022-09-12,2022,2022-09-12 04:42:00-0400,2022-09-12 15:00:00-0400,upper,12763.025908,49.25,73.875,-73.875,SL,-0.0,BE
2022-09-12,2022,2022-09-12 10:00:00-0400,2022-09-12 15:00:00-0400,upper,12821.269142,110.25,165.375,31.2691,cutoff,-0.0,BE
2022-09-13,2022,2022-09-13 08:30:00-0400,2022-09-13 15:00:00-0400,upper,12973.357513,25.0,37.5,37.5,TP,37.5,TP
2022-09-13,2022,2022-09-13 08:38:00-0400,2022-09-13 15:00:00-0400,lower,12534.142487,25.0,37.5,-37.5,SL,-37.5,SL
2022-09-16,2022,2022-09-16 08:57:00-0400,2022-09-16 15:00:00-0400,lower,11841.77648,37.25,55.875,-55.875,SL,0.0,BE
2022-09-20,2022,2022-09-19 19:51:00-0400,2022-09-20 15:00:00-0400,upper,12074.77734,23.25,34.875,34.875,TP,34.875,TP
2022-09-23,2022,2022-09-23 06:46:00-0400,2022-09-23 15:00:00-0400,lower,11406.628247,59.0,88.5,-88.5,SL,0.0,BE
2022-09-28,2022,2022-09-27 22:12:00-0400,2022-09-28 15:00:00-0400,lower,11205.345984,123.0,184.5,184.5,TP,0.0,BE
2022-09-28,2022,2022-09-27 22:19:00-0400,2022-09-28 15:00:00-0400,lower,11200.453624,123.0,184.5,184.5,TP,0.0,BE
2022-10-03,2022,2022-10-02 19:52:00-0400,2022-10-03 15:00:00-0400,lower,10951.81338,71.25,106.875,106.875,TP,0.0,BE
2022-10-04,2022,2022-10-03 20:17:00-0400,2022-10-04 15:00:00-0400,upper,11394.190614,48.0,72.0,-72.0,SL,-0.0,BE
2022-10-04,2022,2022-10-04 02:46:00-0400,2022-10-04 15:00:00-0400,upper,11443.81162,29.25,43.875,-43.875,SL,-43.875,SL
2022-10-07,2022,2022-10-07 08:51:00-0400,2022-10-07 15:00:00-0400,lower,11320.090858,22.75,34.125,34.125,TP,34.125,TP
2022-10-07,2022,2022-10-07 09:44:00-0400,2022-10-07 15:00:00-0400,lower,11293.145996,243.5,200.0,-200.0,SL,0.0,BE
2022-10-07,2022,2022-10-07 10:01:00-0400,2022-10-07 15:00:00-0400,lower,11210.846317,162.25,200.0,-90.0963,cutoff,0.0,BE
2022-10-11,2022,2022-10-11 09:56:00-0400,2022-10-11 15:00:00-0400,lower,10839.309386,63.25,94.875,94.875,TP,94.875,TP
2022-10-11,2022,2022-10-11 09:58:00-0400,2022-10-11 15:00:00-0400,lower,10828.911919,63.25,94.875,94.875,TP,94.875,TP
2022-10-13,2022,2022-10-13 08:30:00-0400,2022-10-13 15:00:00-0400,lower,10626.049231,79.5,119.25,-119.25,SL,-119.25,SL
2022-10-14,2022,2022-10-13 22:31:00-0400,2022-10-14 15:00:00-0400,upper,11160.575769,105.5,158.25,158.25,TP,-0.0,BE
2022-10-18,2022,2022-10-17 23:42:00-0400,2022-10-18 15:00:00-0400,upper,11282.132899,15.25,22.875,-22.875,SL,-22.875,SL
2022-10-25,2022,2022-10-25 09:31:00-0400,2022-10-25 15:00:00-0400,upper,11564.971176,34.0,51.0,-51.0,SL,-51.0,SL
2022-10-27,2022,2022-10-27 09:51:00-0400,2022-10-27 15:00:00-0400,lower,11295.296536,103.75,155.625,155.625,TP,155.625,TP
2022-11-03,2022,2022-11-03 06:18:00-0400,2022-11-03 15:00:00-0400,lower,10890.143607,42.75,64.125,-64.125,SL,0.0,BE
2022-11-03,2022,2022-11-03 07:28:00-0400,2022-11-03 15:00:00-0400,lower,10838.772801,69.25,103.875,-103.875,SL,0.0,BE
2022-11-03,2022,2022-11-03 09:44:00-0400,2022-11-03 15:00:00-0400,lower,10785.242101,56.75,85.125,85.125,TP,85.125,TP
2022-11-03,2022,2022-11-03 09:45:00-0400,2022-11-03 15:00:00-0400,lower,10764.719611,56.75,85.125,85.125,TP,85.125,TP
2022-11-08,2022,2022-11-08 10:48:00-0500,2022-11-08 15:00:00-0500,upper,11131.655629,97.75,146.625,146.625,TP,-0.0,BE
2022-11-10,2022,2022-11-10 08:30:00-0500,2022-11-10 15:00:00-0500,upper,11198.403032,27.25,40.875,40.875,TP,40.875,TP
2022-11-10,2022,2022-11-10 08:45:00-0500,2022-11-10 15:00:00-0500,upper,11265.117068,27.25,40.875,-40.875,SL,-40.875,SL
2022-11-11,2022,2022-11-11 00:48:00-0500,2022-11-11 15:00:00-0500,upper,11701.105118,30.5,45.75,-45.75,SL,-0.0,BE
2022-11-11,2022,2022-11-11 02:46:00-0500,2022-11-11 15:00:00-0500,upper,11747.732901,34.0,51.0,51.0,TP,-0.0,BE
2022-11-15,2022,2022-11-15 07:27:00-0500,2022-11-15 15:00:00-0500,upper,11911.900366,25.75,38.625,-38.625,SL,-0.0,BE
2022-11-15,2022,2022-11-15 08:30:00-0500,2022-11-15 15:00:00-0500,upper,11963.510825,62.5,93.75,-93.75,SL,-93.75,SL
2022-11-17,2022,2022-11-17 08:08:00-0500,2022-11-17 15:00:00-0500,lower,11592.448534,66.25,99.375,99.375,TP,0.0,BE
2022-11-17,2022,2022-11-17 09:00:00-0500,2022-11-17 15:00:00-0500,lower,11555.739175,78.5,117.75,117.75,TP,117.75,TP
2022-11-18,2022,2022-11-18 05:40:00-0500,2022-11-18 15:00:00-0500,upper,11797.285749,63.0,94.5,94.5,TP,-0.0,BE
2022-11-22,2022,2022-11-22 03:32:00-0500,2022-11-22 15:00:00-0500,lower,11549.211505,31.5,47.25,47.25,TP,47.25,TP
2022-11-23,2022,2022-11-23 07:40:00-0500,2022-11-23 15:00:00-0500,upper,11790.142006,31.75,47.625,47.625,TP,47.625,TP
2022-11-23,2022,2022-11-23 09:54:00-0500,2022-11-23 15:00:00-0500,upper,11849.281866,45.25,67.875,67.875,TP,-0.0,BE
2022-11-25,2022,2022-11-25 09:31:00-0500,2022-11-25 15:00:00-0500,lower,11787.196029,34.75,52.125,-0.446,cutoff,0.0,BE
2022-11-28,2022,2022-11-28 05:02:00-0500,2022-11-28 15:00:00-0500,lower,11643.535986,64.75,97.125,97.125,TP,97.125,TP
2022-11-29,2022,2022-11-29 09:45:00-0500,2022-11-29 15:00:00-0500,lower,11573.070379,58.75,88.125,-88.125,SL,0.0,BE
2022-12-02,2022,2022-12-02 08:31:00-0500,2022-12-02 15:00:00-0500,lower,11789.394449,33.25,49.875,49.875,TP,49.875,TP
2022-12-06,2022,2022-12-06 09:44:00-0500,2022-12-06 15:00:00-0500,lower,11735.080998,43.75,65.625,-65.625,SL,-65.625,SL
2022-12-07,2022,2022-12-07 06:44:00-0500,2022-12-07 15:00:00-0500,lower,11501.850824,21.5,32.25,-32.25,SL,-32.25,SL
2022-12-09,2022,2022-12-09 08:30:00-0500,2022-12-09 15:00:00-0500,upper,11739.750538,45.75,68.625,68.625,TP,68.625,TP
2022-12-13,2022,2022-12-13 03:01:00-0500,2022-12-13 15:00:00-0500,upper,11855.62974,23.75,35.625,-35.625,SL,-0.0,BE
2022-12-13,2022,2022-12-13 08:26:00-0500,2022-12-13 15:00:00-0500,upper,12005.524176,48.75,73.125,73.125,TP,73.125,TP
2022-12-13,2022,2022-12-13 08:29:00-0500,2022-12-13 15:00:00-0500,upper,12062.801645,48.75,73.125,-73.125,SL,-73.125,SL
2022-12-15,2022,2022-12-15 10:04:00-0500,2022-12-15 15:00:00-0500,lower,11529.74526,158.25,200.0,-40.2453,cutoff,0.0,BE
2022-12-16,2022,2022-12-16 03:14:00-0500,2022-12-16 15:00:00-0500,lower,11381.964808,63.0,94.5,94.5,TP,0.0,BE
2022-12-16,2022,2022-12-16 04:25:00-0500,2022-12-16 15:00:00-0500,lower,11315.87646,110.75,166.125,166.125,TP,166.125,TP
2022-12-20,2022,2022-12-19 22:11:00-0500,2022-12-20 15:00:00-0500,lower,11121.328961,19.25,28.875,-28.875,SL,-28.875,SL
2022-12-22,2022,2022-12-22 10:12:00-0500,2022-12-22 15:00:00-0500,lower,11036.30093,115.5,173.25,-56.3009,cutoff,0.0,BE
2023-01-06,2023,2023-01-06 04:35:00-0500,2023-01-06 15:00:00-0500,lower,10779.425623,24.25,36.375,36.375,TP,36.375,TP
2023-01-09,2023,2023-01-09 09:30:00-0500,2023-01-09 15:00:00-0500,upper,11211.791251,50.75,76.125,-76.125,SL,-76.125,SL
2023-01-11,2023,2023-01-11 10:30:00-0500,2023-01-11 15:00:00-0500,upper,11388.574377,72.25,108.375,-34.9256,cutoff,-0.0,BE
2023-01-12,2023,2023-01-12 08:18:00-0500,2023-01-12 15:00:00-0500,upper,11509.481806,34.5,51.75,51.75,TP,51.75,TP
2023-01-12,2023,2023-01-12 08:28:00-0500,2023-01-12 15:00:00-0500,upper,11527.296039,34.5,51.75,51.75,TP,51.75,TP
2023-01-16,2023,2023-01-15 20:58:00-0500,2023-01-16 15:00:00-0500,upper,11631.489965,25.25,37.875,37.875,TP,37.875,TP
2023-01-17,2023,2023-01-17 10:00:00-0500,2023-01-17 15:00:00-0500,upper,11644.398051,77.75,116.625,12.3981,cutoff,-0.0,BE
2023-01-18,2023,2023-01-18 08:30:00-0500,2023-01-18 15:00:00-0500,upper,11716.054662,31.0,46.5,46.5,TP,46.5,TP
2023-01-18,2023,2023-01-18 08:30:00-0500,2023-01-18 15:00:00-0500,upper,11708.830563,31.0,46.5,46.5,TP,46.5,TP
2023-01-19,2023,2023-01-19 05:26:00-0500,2023-01-19 15:00:00-0500,lower,11413.3491,41.5,62.25,-62.25,SL,0.0,BE
2023-01-23,2023,2023-01-23 09:51:00-0500,2023-01-23 15:00:00-0500,upper,11802.6509,38.75,58.125,-58.125,SL,-58.125,SL
2023-01-25,2023,2023-01-25 09:30:00-0500,2023-01-25 15:00:00-0500,lower,11693.335175,61.0,91.5,91.5,TP,0.0,BE
2023-01-26,2023,2023-01-26 09:32:00-0500,2023-01-26 15:00:00-0500,upper,12061.539825,80.0,120.0,120.0,TP,120.0,TP
2023-01-31,2023,2023-01-31 05:34:00-0500,2023-01-31 15:00:00-0500,lower,11895.872015,24.75,37.125,37.125,TP,0.0,BE
2023-02-06,2023,2023-02-06 04:53:00-0500,2023-02-06 15:00:00-0500,lower,12500.098735,45.75,68.625,68.625,TP,0.0,BE
2023-02-10,2023,2023-02-10 04:56:00-0500,2023-02-10 15:00:00-0500,lower,12340.168863,46.0,69.0,-69.0,SL,0.0,BE
2023-02-10,2023,2023-02-10 05:02:00-0500,2023-02-10 15:00:00-0500,lower,12320.311824,99.75,149.625,13.6882,cutoff,0.0,BE
2023-02-10,2023,2023-02-10 05:02:00-0500,2023-02-10 15:00:00-0500,lower,12321.531124,99.75,149.625,12.4689,cutoff,0.0,BE
2023-02-14,2023,2023-02-14 08:29:00-0500,2023-02-14 15:00:00-0500,upper,12614.653492,26.0,39.0,39.0,TP,39.0,TP
2023-02-17,2023,2023-02-17 02:02:00-0500,2023-02-17 15:00:00-0500,lower,12377.141553,26.75,40.125,40.125,TP,0.0,BE
2023-02-17,2023,2023-02-17 03:36:00-0500,2023-02-17 15:00:00-0500,lower,12344.340545,40.0,60.0,60.0,TP,60.0,TP
2023-02-21,2023,2023-02-21 03:46:00-0500,2023-02-21 15:00:00-0500,lower,12259.764318,35.75,53.625,53.625,TP,53.625,TP
2023-02-21,2023,2023-02-21 10:12:00-0500,2023-02-21 15:00:00-0500,lower,12200.096508,73.5,110.25,-72.5965,cutoff,0.0,BE
2023-02-22,2023,2023-02-22 10:16:00-0500,2023-02-22 15:00:00-0500,lower,12041.934029,59.0,88.5,88.5,TP,88.5,TP
